太陽總輻射 (兆焦耳/平方米) - 滘西洲
Global Solar Radiation (MJ/m&sup2;) - Kau Sai Chau
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2011,6,29,3.72,C
2011,6,30,12.88,C
2011,7,1,15.16,C
2011,7,2,27.36,C
2011,7,3,24.37,C
2011,7,4,25.71,C
2011,7,5,28.27,C
2011,7,6,28.10,C
2011,7,7,26.24,C
2011,7,8,25.08,C
2011,7,9,22.96,C
2011,7,10,19.25,C
2011,7,11,17.86,C
2011,7,12,6.88,C
2011,7,13,14.38,C
2011,7,14,7.42,C
2011,7,15,10.81,C
2011,7,16,3.69,C
2011,7,17,14.09,C
2011,7,18,11.52,C
2011,7,19,12.01,C
2011,7,20,4.86,C
2011,7,21,20.81,C
2011,7,22,26.59,C
2011,7,23,25.72,C
2011,7,24,25.27,C
2011,7,25,24.96,C
2011,7,26,28.53,C
2011,7,27,25.84,C
2011,7,28,23.20,C
2011,7,29,15.98,C
2011,7,30,21.38,C
2011,7,31,24.97,C
2011,8,1,25.06,C
2011,8,2,27.04,C
2011,8,3,27.18,C
2011,8,4,27.12,C
2011,8,5,25.82,C
2011,8,6,25.75,C
2011,8,7,25.88,C
2011,8,8,15.36,C
2011,8,9,12.46,C
2011,8,10,4.79,C
2011,8,11,24.36,C
2011,8,12,22.35,C
2011,8,13,25.10,C
2011,8,14,23.81,C
2011,8,15,23.28,C
2011,8,16,26.94,C
2011,8,17,16.81,C
2011,8,18,24.17,C
2011,8,19,20.42,C
2011,8,20,22.91,C
2011,8,21,22.65,C
2011,8,22,22.49,C
2011,8,23,22.24,C
2011,8,24,24.03,C
2011,8,25,15.46,C
2011,8,26,21.05,C
2011,8,27,19.38,C
2011,8,28,21.20,C
2011,8,29,23.37,C
2011,8,30,18.83,C
2011,8,31,20.84,C
2011,9,1,9.44,C
2011,9,2,10.91,C
2011,9,3,10.87,C
2011,9,4,21.09,C
2011,9,5,20.52,C
2011,9,6,19.42,C
2011,9,7,19.78,C
2011,9,8,21.01,C
2011,9,9,23.36,C
2011,9,10,24.25,C
2011,9,11,18.65,C
2011,9,12,20.32,C
2011,9,13,24.20,C
2011,9,14,24.45,C
2011,9,15,20.10,C
2011,9,16,19.35,C
2011,9,17,21.55,C
2011,9,18,13.03,C
2011,9,19,18.67,C
2011,9,20,11.41,C
2011,9,21,15.61,C
2011,9,22,12.78,C
2011,9,23,9.81,C
2011,9,24,11.23,C
2011,9,25,5.40,C
2011,9,26,15.91,C
2011,9,27,17.46,C
2011,9,28,14.02,C
2011,9,29,5.13,C
2011,9,30,14.29,C
2011,10,1,6.50,C
2011,10,2,5.73,C
2011,10,3,10.61,C
2011,10,4,6.69,C
2011,10,5,6.94,C
2011,10,6,12.18,C
2011,10,7,12.69,C
2011,10,8,19.17,C
2011,10,9,18.32,C
2011,10,10,8.64,C
2011,10,11,5.40,C
2011,10,12,3.31,C
2011,10,13,7.60,C
2011,10,14,12.34,C
2011,10,15,12.76,C
2011,10,16,19.63,C
2011,10,17,20.89,C
2011,10,18,19.56,C
2011,10,19,17.82,C
2011,10,20,19.72,C
2011,10,21,20.01,C
2011,10,22,18.34,C
2011,10,23,13.84,C
2011,10,24,18.91,C
2011,10,25,4.67,C
2011,10,26,11.73,C
2011,10,27,13.84,C
2011,10,28,15.99,C
2011,10,29,17.31,C
2011,10,30,17.79,C
2011,10,31,19.61,C
2011,11,1,18.33,C
2011,11,2,15.61,C
2011,11,3,16.72,C
2011,11,4,15.97,C
2011,11,5,14.25,C
2011,11,6,11.31,C
2011,11,7,8.11,C
2011,11,8,2.36,C
2011,11,9,2.37,C
2011,11,10,7.18,C
2011,11,11,9.75,C
2011,11,12,17.23,C
2011,11,13,17.95,C
2011,11,14,11.90,C
2011,11,15,15.70,C
2011,11,16,12.63,C
2011,11,17,2.31,C
2011,11,18,7.77,C
2011,11,19,8.39,C
2011,11,20,11.06,C
2011,11,21,6.19,C
2011,11,22,8.95,C
2011,11,23,10.65,C
2011,11,24,14.54,C
2011,11,25,7.73,C
2011,11,26,5.23,C
2011,11,27,17.94,C
2011,11,28,17.44,C
2011,11,29,17.34,C
2011,11,30,15.59,C
2011,12,1,5.74,C
2011,12,2,17.21,C
2011,12,3,18.84,C
2011,12,4,16.16,C
2011,12,5,6.57,C
2011,12,6,5.85,C
2011,12,7,10.74,C
2011,12,8,15.12,C
2011,12,9,9.72,C
2011,12,10,16.72,C
2011,12,11,17.37,C
2011,12,12,16.91,C
2011,12,13,15.91,C
2011,12,14,8.44,C
2011,12,15,15.25,C
2011,12,16,13.90,C
2011,12,17,13.49,C
2011,12,18,15.45,C
2011,12,19,15.79,C
2011,12,20,3.71,C
2011,12,21,9.55,C
2011,12,22,15.06,C
2011,12,23,13.52,C
2011,12,24,15.38,C
2011,12,25,16.32,C
2011,12,26,7.92,C
2011,12,27,15.61,C
2011,12,28,15.85,C
2011,12,29,14.76,C
2011,12,30,9.12,C
2011,12,31,13.31,C
2012,1,1,15.91,C
2012,1,2,13.24,C
2012,1,3,10.85,C
2012,1,4,7.60,C
2012,1,5,2.66,C
2012,1,6,6.03,C
2012,1,7,4.10,C
2012,1,8,13.67,C
2012,1,9,15.57,C
2012,1,10,10.23,C
2012,1,11,8.16,C
2012,1,12,5.45,C
2012,1,13,3.85,C
2012,1,14,3.93,C
2012,1,15,1.39,C
2012,1,16,5.19,C
2012,1,17,14.92,C
2012,1,18,13.14,C
2012,1,19,11.19,C
2012,1,20,5.97,C
2012,1,21,2.39,C
2012,1,22,1.95,C
2012,1,23,3.10,C
2012,1,24,1.96,C
2012,1,25,2.84,C
2012,1,26,2.31,C
2012,1,27,3.07,C
2012,1,28,17.09,C
2012,1,29,6.25,C
2012,1,30,14.17,C
2012,1,31,17.99,C
2012,2,1,18.57,C
2012,2,2,10.50,C
2012,2,3,5.46,C
2012,2,4,6.50,C
2012,2,5,7.18,C
2012,2,6,2.97,C
2012,2,7,9.73,C
2012,2,8,5.10,C
2012,2,9,5.05,C
2012,2,10,3.80,C
2012,2,11,10.51,C
2012,2,12,10.57,C
2012,2,13,7.75,C
2012,2,14,4.25,C
2012,2,15,4.08,C
2012,2,16,5.15,C
2012,2,17,9.60,C
2012,2,18,8.78,C
2012,2,19,15.41,C
2012,2,20,7.10,C
2012,2,21,5.38,C
2012,2,22,3.47,C
2012,2,23,3.50,C
2012,2,24,1.75,C
2012,2,25,2.34,C
2012,2,26,4.51,C
2012,2,27,2.13,C
2012,2,28,4.71,C
2012,2,29,2.56,C
2012,3,1,3.50,C
2012,3,2,8.26,C
2012,3,3,2.60,C
2012,3,4,4.88,C
2012,3,5,7.19,C
2012,3,6,8.95,C
2012,3,7,1.90,C
2012,3,8,1.81,C
2012,3,9,2.38,C
2012,3,10,3.13,C
2012,3,11,0.00,C
2012,3,12,0.23,C
2012,3,13,3.99,C
2012,3,14,7.16,C
2012,3,15,8.81,C
2012,3,16,4.99,C
2012,3,17,15.72,C
2012,3,18,22.20,C
2012,3,19,5.08,C
2012,3,20,10.79,C
2012,3,21,5.81,C
2012,3,22,10.41,C
2012,3,23,11.95,C
2012,3,24,20.46,C
2012,3,25,21.30,C
2012,3,26,22.20,C
2012,3,27,14.77,C
2012,3,28,14.04,C
2012,3,29,21.68,C
2012,3,30,9.01,C
2012,3,31,11.94,C
2012,4,1,17.12,C
2012,4,2,8.12,C
2012,4,3,15.10,C
2012,4,4,5.57,C
2012,4,5,2.36,C
2012,4,6,2.33,C
2012,4,7,3.85,C
2012,4,8,3.38,C
2012,4,9,15.83,C
2012,4,10,14.35,C
2012,4,11,23.11,C
2012,4,12,25.19,C
2012,4,13,14.38,C
2012,4,14,16.03,C
2012,4,15,17.33,C
2012,4,16,8.49,C
2012,4,17,0.96,C
2012,4,18,2.49,C
2012,4,19,0.99,C
2012,4,20,1.73,C
2012,4,21,12.74,C
2012,4,22,26.69,C
2012,4,23,2.98,C
2012,4,24,12.54,C
2012,4,25,5.32,C
2012,4,26,16.43,C
2012,4,27,3.02,C
2012,4,28,5.17,C
2012,4,29,9.16,C
2012,4,30,12.08,C
2012,5,1,11.20,C
2012,5,2,19.79,C
2012,5,3,17.41,C
2012,5,4,11.82,C
2012,5,5,6.11,C
2012,5,6,20.33,C
2012,5,7,22.78,C
2012,5,8,24.25,C
2012,5,9,27.02,C
2012,5,10,27.60,C
2012,5,11,2.90,C
2012,5,12,5.45,C
2012,5,13,15.02,C
2012,5,14,26.57,C
2012,5,15,25.43,C
2012,5,16,10.61,C
2012,5,17,11.82,C
2012,5,18,2.11,C
2012,5,19,16.42,C
2012,5,20,17.07,C
2012,5,21,18.09,C
2012,5,22,25.72,C
2012,5,23,22.41,C
2012,5,24,12.03,C
2012,5,25,22.88,C
2012,5,26,6.82,C
2012,5,27,10.17,C
2012,5,28,4.87,C
2012,5,29,10.44,C
2012,5,30,15.79,C
2012,5,31,17.06,C
2012,6,1,20.54,C
2012,6,2,21.36,C
2012,6,3,9.34,C
2012,6,4,17.92,C
2012,6,5,26.96,C
2012,6,6,17.09,C
2012,6,7,24.46,C
2012,6,8,18.77,C
2012,6,9,16.62,C
2012,6,10,8.04,C
2012,6,11,8.83,C
2012,6,12,10.97,C
2012,6,13,5.45,C
2012,6,14,23.78,C
2012,6,15,17.13,C
2012,6,16,3.91,C
2012,6,17,12.01,C
2012,6,18,14.64,C
2012,6,19,13.23,C
2012,6,20,16.99,C
2012,6,21,6.52,C
2012,6,22,7.08,C
2012,6,23,13.17,C
2012,6,24,8.59,C
2012,6,25,11.95,C
2012,6,26,12.28,C
2012,6,27,16.31,C
2012,6,28,27.95,C
2012,6,29,16.20,C
2012,6,30,10.10,C
2012,7,1,24.76,C
2012,7,2,25.90,C
2012,7,3,26.81,C
2012,7,4,24.55,C
2012,7,5,5.94,C
2012,7,6,25.88,C
2012,7,7,23.51,C
2012,7,8,21.02,C
2012,7,9,24.68,C
2012,7,10,27.17,C
2012,7,11,25.27,C
2012,7,12,27.01,C
2012,7,13,20.71,C
2012,7,14,21.95,C
2012,7,15,25.17,C
2012,7,16,20.53,C
2012,7,17,23.10,C
2012,7,18,17.61,C
2012,7,19,24.86,C
2012,7,20,22.59,C
2012,7,21,21.77,C
2012,7,22,16.26,C
2012,7,23,4.02,C
2012,7,24,4.76,C
2012,7,25,2.83,C
2012,7,26,1.83,C
2012,7,27,5.83,C
2012,7,28,21.26,C
2012,7,29,26.42,C
2012,7,30,26.29,C
2012,7,31,21.01,C
2012,8,1,23.46,C
2012,8,2,23.48,C
2012,8,3,14.08,C
2012,8,4,6.27,C
2012,8,5,9.89,C
2012,8,6,26.88,C
2012,8,7,20.88,C
2012,8,8,19.75,C
2012,8,9,20.37,C
2012,8,10,14.71,C
2012,8,11,7.22,C
2012,8,12,12.03,C
2012,8,13,12.10,C
2012,8,14,19.01,C
2012,8,15,23.56,C
2012,8,16,15.14,C
2012,8,17,13.25,C
2012,8,18,15.85,C
2012,8,19,21.52,C
2012,8,20,23.76,C
2012,8,21,15.17,C
2012,8,22,13.62,C
2012,8,23,22.97,C
2012,8,24,23.95,C
2012,8,25,14.35,C
2012,8,26,15.46,C
2012,8,27,17.81,C
2012,8,28,17.36,C
2012,8,29,18.35,C
2012,8,30,16.15,C
2012,8,31,16.54,C
2012,9,1,19.16,C
2012,9,2,17.62,C
2012,9,3,20.28,C
2012,9,4,14.41,C
2012,9,5,20.77,C
2012,9,6,19.69,C
2012,9,7,13.07,C
2012,9,8,23.40,C
2012,9,9,20.94,C
2012,9,10,24.36,C
2012,9,11,24.34,C
2012,9,12,24.86,C
2012,9,13,24.87,C
2012,9,14,20.72,C
2012,9,15,18.69,C
2012,9,16,24.23,C
2012,9,17,24.73,C
2012,9,18,16.69,C
2012,9,19,4.12,C
2012,9,20,14.71,C
2012,9,21,14.38,C
2012,9,22,17.70,C
2012,9,23,15.97,C
2012,9,24,12.19,C
2012,9,25,14.97,C
2012,9,26,11.92,C
2012,9,27,23.04,C
2012,9,28,20.22,C
2012,9,29,21.53,C
2012,9,30,16.08,C
2012,10,1,11.22,C
2012,10,2,21.18,C
2012,10,3,21.26,C
2012,10,4,18.76,C
2012,10,5,19.75,C
2012,10,6,20.85,C
2012,10,7,18.54,C
2012,10,8,18.10,C
2012,10,9,12.35,C
2012,10,10,19.95,C
2012,10,11,19.95,C
2012,10,12,18.68,C
2012,10,13,19.25,C
2012,10,14,17.84,C
2012,10,15,17.37,C
2012,10,16,14.08,C
2012,10,17,13.59,C
2012,10,18,4.70,C
2012,10,19,16.42,C
2012,10,20,14.08,C
2012,10,21,20.50,C
2012,10,22,20.91,C
2012,10,23,19.46,C
2012,10,24,20.41,C
2012,10,25,18.94,C
2012,10,26,5.50,C
2012,10,27,10.74,C
2012,10,28,15.40,C
2012,10,29,4.78,C
2012,10,30,2.69,C
2012,10,31,8.48,C
2012,11,1,19.37,C
2012,11,2,18.08,C
2012,11,3,13.44,C
2012,11,4,18.46,C
2012,11,5,17.16,C
2012,11,6,18.02,C
2012,11,7,12.02,C
2012,11,8,8.86,C
2012,11,9,14.25,C
2012,11,10,12.91,C
2012,11,11,10.75,C
2012,11,12,7.37,C
2012,11,13,17.63,C
2012,11,14,12.82,C
2012,11,15,4.60,C
2012,11,16,5.18,C
2012,11,17,6.63,C
2012,11,18,3.43,C
2012,11,19,14.61,C
2012,11,20,3.55,C
2012,11,21,0.75,C
2012,11,22,4.55,#
2012,11,23,4.26,C
2012,11,24,2.45,C
2012,11,25,1.84,C
2012,11,26,3.30,C
2012,11,27,1.32,C
2012,11,28,1.18,C
2012,11,29,2.39,C
2012,11,30,1.59,C
2012,12,1,2.33,C
2012,12,2,3.84,C
2012,12,3,2.96,C
2012,12,4,1.33,C
2012,12,5,2.84,C
2012,12,6,4.46,C
2012,12,7,8.52,C
2012,12,8,6.71,C
2012,12,9,16.07,C
2012,12,10,7.83,C
2012,12,11,11.99,C
2012,12,12,12.58,C
2012,12,13,11.94,C
2012,12,14,8.44,C
2012,12,15,12.81,C
2012,12,16,15.29,C
2012,12,17,5.19,C
2012,12,18,1.89,C
2012,12,19,2.16,C
2012,12,20,2.07,C
2012,12,21,5.14,C
2012,12,22,16.41,C
2012,12,23,15.47,C
2012,12,24,14.72,C
2012,12,25,5.63,C
2012,12,26,6.49,C
2012,12,27,2.87,C
2012,12,28,16.43,C
2012,12,29,2.46,C
2012,12,30,9.82,C
2012,12,31,17.31,C
2013,1,1,13.67,C
2013,1,2,12.22,C
2013,1,3,9.26,C
2013,1,4,3.86,C
2013,1,5,15.87,C
2013,1,6,16.22,C
2013,1,7,15.85,C
2013,1,8,14.14,C
2013,1,9,13.90,C
2013,1,10,7.40,C
2013,1,11,15.30,C
2013,1,12,9.16,C
2013,1,13,16.26,C
2013,1,14,17.99,C
2013,1,15,4.95,C
2013,1,16,16.51,C
2013,1,17,15.46,C
2013,1,18,7.52,C
2013,1,19,14.07,C
2013,1,20,4.24,C
2013,1,21,7.58,C
2013,1,22,17.52,C
2013,1,23,5.32,C
2013,1,24,13.39,C
2013,1,25,16.14,C
2013,1,26,12.63,C
2013,1,27,4.91,C
2013,1,28,16.27,C
2013,1,29,15.72,C
2013,1,30,18.24,C
2013,1,31,15.26,C
2013,2,1,18.23,C
2013,2,2,13.58,C
2013,2,3,4.41,C
2013,2,4,5.60,C
2013,2,5,9.55,C
2013,2,6,12.66,C
2013,2,7,3.94,C
2013,2,8,2.05,C
2013,2,9,7.89,C
2013,2,10,6.99,C
2013,2,11,16.49,C
2013,2,12,18.24,C
2013,2,13,16.02,C
2013,2,14,7.48,C
2013,2,15,15.84,C
2013,2,16,10.70,C
2013,2,17,7.42,C
2013,2,18,15.61,C
2013,2,19,18.92,C
2013,2,20,7.56,C
2013,2,21,12.14,C
2013,2,22,16.30,C
2013,2,23,14.03,C
2013,2,24,5.09,C
2013,2,25,8.03,C
2013,2,26,5.93,C
2013,2,27,14.42,C
2013,2,28,2.06,C
2013,3,1,3.34,C
2013,3,2,1.43,C
2013,3,3,7.87,C
2013,3,4,20.15,C
2013,3,5,22.05,C
2013,3,6,22.07,C
2013,3,7,21.84,C
2013,3,8,20.78,C
2013,3,9,21.99,C
2013,3,10,23.31,C
2013,3,11,15.22,C
2013,3,12,10.88,C
2013,3,13,17.06,C
2013,3,14,2.16,C
2013,3,15,15.20,C
2013,3,16,15.35,C
2013,3,17,4.68,C
2013,3,18,10.88,C
2013,3,19,7.28,C
2013,3,20,14.68,C
2013,3,21,1.56,C
2013,3,22,14.56,C
2013,3,23,12.13,C
2013,3,24,8.17,C
2013,3,25,1.93,C
2013,3,26,1.44,C
2013,3,27,5.15,C
2013,3,28,3.46,C
2013,3,29,7.46,C
2013,3,30,1.24,C
2013,3,31,2.73,C
2013,4,1,7.32,C
2013,4,2,3.18,C
2013,4,3,2.43,C
2013,4,4,1.74,C
2013,4,5,3.62,C
2013,4,6,9.10,C
2013,4,7,6.86,C
2013,4,8,3.59,C
2013,4,9,3.72,C
2013,4,10,3.09,C
2013,4,11,1.12,C
2013,4,12,3.05,#
2013,4,13,17.82,C
2013,4,14,14.95,C
2013,4,15,23.24,C
2013,4,16,4.53,C
2013,4,17,4.48,C
2013,4,18,9.17,C
2013,4,19,12.50,C
2013,4,20,10.44,C
2013,4,21,3.47,C
2013,4,22,2.62,C
2013,4,23,13.39,C
2013,4,24,19.85,C
2013,4,25,20.00,C
2013,4,26,2.79,C
2013,4,27,4.29,C
2013,4,28,3.90,C
2013,4,29,5.89,C
2013,4,30,13.06,C
2013,5,1,7.97,C
2013,5,2,7.88,C
2013,5,3,3.38,C
2013,5,4,6.26,C
2013,5,5,5.15,C
2013,5,6,4.18,C
2013,5,7,6.80,C
2013,5,8,4.36,C
2013,5,9,21.21,C
2013,5,10,9.66,C
2013,5,11,20.00,C
2013,5,12,3.43,C
2013,5,13,16.90,C
2013,5,14,6.44,C
2013,5,15,14.32,C
2013,5,16,6.46,C
2013,5,17,5.99,C
2013,5,18,15.36,C
2013,5,19,18.70,C
2013,5,20,16.76,C
2013,5,21,9.83,C
2013,5,22,1.95,C
2013,5,23,15.91,C
2013,5,24,20.71,C
2013,5,25,4.42,C
2013,5,26,6.33,C
2013,5,27,9.67,C
2013,5,28,22.21,C
2013,5,29,15.28,C
2013,5,30,27.83,C
2013,5,31,27.22,C
2013,6,1,27.00,C
2013,6,2,27.95,C
2013,6,3,19.93,C
2013,6,4,18.97,C
2013,6,5,11.37,C
2013,6,6,10.72,C
2013,6,7,24.58,C
2013,6,8,20.40,C
2013,6,9,14.70,C
2013,6,10,14.49,C
2013,6,11,3.15,C
2013,6,12,8.78,C
2013,6,13,5.08,C
2013,6,14,4.41,C
2013,6,15,2.99,C
2013,6,16,15.61,C
2013,6,17,15.53,C
2013,6,18,27.13,C
2013,6,19,28.09,C
2013,6,20,25.54,C
2013,6,21,24.50,C
2013,6,22,10.32,C
2013,6,23,14.35,C
2013,6,24,6.82,C
2013,6,25,6.74,C
2013,6,26,15.13,C
2013,6,27,18.61,C
2013,6,28,21.53,C
2013,6,29,25.76,C
2013,6,30,29.70,C
2013,7,1,17.98,C
2013,7,2,23.01,C
2013,7,3,25.89,C
2013,7,4,28.83,C
2013,7,5,24.14,C
2013,7,6,22.10,C
2013,7,7,17.46,C
2013,7,8,24.62,C
2013,7,9,23.88,C
2013,7,10,21.57,C
2013,7,11,22.67,C
2013,7,12,21.45,C
2013,7,13,21.86,C
2013,7,14,16.97,C
2013,7,15,8.49,C
2013,7,16,6.71,C
2013,7,17,18.64,C
2013,7,18,18.45,C
2013,7,19,9.75,C
2013,7,20,5.95,C
2013,7,21,19.51,C
2013,7,22,16.69,C
2013,7,23,14.36,C
2013,7,24,5.01,C
2013,7,25,8.02,C
2013,7,26,11.19,C
2013,7,27,15.88,C
2013,7,28,21.44,C
2013,7,29,26.02,C
2013,7,30,27.90,C
2013,7,31,24.44,C
2013,8,1,18.32,C
2013,8,2,10.22,C
2013,8,3,16.65,C
2013,8,4,27.03,C
2013,8,5,27.72,C
2013,8,6,24.51,C
2013,8,7,23.90,C
2013,8,8,23.09,C
2013,8,9,27.12,C
2013,8,10,23.84,C
2013,8,11,27.59,C
2013,8,12,27.25,C
2013,8,13,3.38,C
2013,8,14,7.50,C
2013,8,15,11.59,C
2013,8,16,3.05,C
2013,8,17,6.68,C
2013,8,18,13.32,C
2013,8,19,11.66,C
2013,8,20,23.27,C
2013,8,21,12.01,C
2013,8,22,7.29,C
2013,8,23,7.02,C
2013,8,24,13.72,C
2013,8,25,18.14,C
2013,8,26,23.19,C
2013,8,27,26.91,C
2013,8,28,25.44,C
2013,8,29,20.21,C
2013,8,30,9.15,C
2013,8,31,4.47,C
2013,9,1,21.27,C
2013,9,2,15.18,C
2013,9,3,8.55,C
2013,9,4,2.51,C
2013,9,5,3.66,C
2013,9,6,23.30,C
2013,9,7,24.99,C
2013,9,8,24.80,C
2013,9,9,25.45,C
2013,9,10,22.07,C
2013,9,11,19.70,C
2013,9,12,21.48,C
2013,9,13,17.45,C
2013,9,14,21.30,C
2013,9,15,21.37,C
2013,9,16,21.98,C
2013,9,17,20.23,C
2013,9,18,14.06,C
2013,9,19,18.98,C
2013,9,20,18.39,C
2013,9,21,21.51,C
2013,9,22,4.54,C
2013,9,23,8.01,C
2013,9,24,17.24,C
2013,9,25,19.84,C
2013,9,26,19.42,C
2013,9,27,20.20,C
2013,9,28,12.61,C
2013,9,29,8.54,C
2013,9,30,3.57,C
2013,10,1,19.22,C
2013,10,2,21.66,C
2013,10,3,20.96,C
2013,10,4,19.16,C
2013,10,5,22.06,C
2013,10,6,22.63,C
2013,10,7,21.44,C
2013,10,8,13.58,C
2013,10,9,20.21,C
2013,10,10,19.12,C
2013,10,11,20.71,C
2013,10,12,19.40,C
2013,10,13,19.54,C
2013,10,14,7.92,C
2013,10,15,19.33,C
2013,10,16,15.50,C
2013,10,17,9.17,C
2013,10,18,19.79,C
2013,10,19,15.56,C
2013,10,20,19.09,C
2013,10,21,16.02,C
2013,10,22,19.27,C
2013,10,23,18.71,C
2013,10,24,19.41,C
2013,10,25,19.62,C
2013,10,26,19.19,C
2013,10,27,18.32,C
2013,10,28,19.31,C
2013,10,29,17.05,C
2013,10,30,18.15,C
2013,10,31,19.27,C
2013,11,1,19.23,C
2013,11,2,8.16,C
2013,11,3,10.93,C
2013,11,4,5.36,C
2013,11,5,8.39,C
2013,11,6,11.51,C
2013,11,7,14.41,C
2013,11,8,11.56,C
2013,11,9,12.87,C
2013,11,10,8.53,C
2013,11,11,9.60,C
2013,11,12,1.49,C
2013,11,13,2.63,C
2013,11,14,11.46,C
2013,11,15,18.58,C
2013,11,16,17.48,C
2013,11,17,14.96,C
2013,11,18,17.70,C
2013,11,19,6.75,C
2013,11,20,7.34,C
2013,11,21,11.33,C
2013,11,22,12.46,C
2013,11,23,15.22,C
2013,11,24,11.67,C
2013,11,25,18.39,C
2013,11,26,13.09,C
2013,11,27,10.51,C
2013,11,28,7.42,C
2013,11,29,18.43,C
2013,11,30,17.28,C
2013,12,1,17.80,C
2013,12,2,18.41,C
2013,12,3,16.65,C
2013,12,4,16.33,C
2013,12,5,17.10,C
2013,12,6,16.66,C
2013,12,7,15.63,C
2013,12,8,6.89,C
2013,12,9,13.81,C
2013,12,10,10.18,C
2013,12,11,8.38,C
2013,12,12,5.64,C
2013,12,13,4.87,C
2013,12,14,3.84,C
2013,12,15,1.41,C
2013,12,16,2.07,C
2013,12,17,2.55,C
2013,12,18,17.75,C
2013,12,19,17.04,C
2013,12,20,14.99,C
2013,12,21,9.26,C
2013,12,22,15.88,C
2013,12,23,16.30,C
2013,12,24,15.62,C
2013,12,25,12.05,C
2013,12,26,16.09,C
2013,12,27,14.36,C
2013,12,28,13.41,C
2013,12,29,15.06,C
2013,12,30,15.51,C
2013,12,31,15.92,C
2014,1,1,16.45,C
2014,1,2,11.33,C
2014,1,3,15.03,C
2014,1,4,13.92,C
2014,1,5,14.21,C
2014,1,6,12.03,C
2014,1,7,3.02,C
2014,1,8,7.37,C
2014,1,9,5.19,C
2014,1,10,6.68,C
2014,1,11,17.50,C
2014,1,12,15.23,C
2014,1,13,11.11,C
2014,1,14,17.57,C
2014,1,15,18.83,C
2014,1,16,17.92,C
2014,1,17,16.34,C
2014,1,18,18.16,C
2014,1,19,15.24,C
2014,1,20,17.63,C
2014,1,21,16.35,C
2014,1,22,18.88,C
2014,1,23,18.37,C
2014,1,24,16.04,C
2014,1,25,15.91,C
2014,1,26,13.71,C
2014,1,27,16.72,C
2014,1,28,17.48,C
2014,1,29,19.11,C
2014,1,30,18.91,C
2014,1,31,19.48,C
2014,2,1,20.11,C
2014,2,2,19.99,C
2014,2,3,18.96,C
2014,2,4,3.80,C
2014,2,5,8.33,C
2014,2,6,7.53,C
2014,2,7,8.69,C
2014,2,8,1.77,C
2014,2,9,0.94,C
2014,2,10,3.08,C
2014,2,11,4.35,C
2014,2,12,2.97,C
2014,2,13,3.36,C
2014,2,14,13.72,C
2014,2,15,3.75,C
2014,2,16,3.12,C
2014,2,17,4.73,C
2014,2,18,8.06,C
2014,2,19,3.74,C
2014,2,20,23.64,C
2014,2,21,14.42,C
2014,2,22,13.05,C
2014,2,23,20.90,C
2014,2,24,15.54,C
2014,2,25,6.05,C
2014,2,26,13.85,C
2014,2,27,7.30,C
2014,2,28,2.21,C
2014,3,1,5.99,C
2014,3,2,4.53,C
2014,3,3,1.92,C
2014,3,4,4.25,C
2014,3,5,3.21,C
2014,3,6,1.66,C
2014,3,7,1.88,C
2014,3,8,2.55,C
2014,3,9,3.24,C
2014,3,10,3.59,C
2014,3,11,1.75,C
2014,3,12,2.41,C
2014,3,13,7.58,C
2014,3,14,8.96,C
2014,3,15,3.38,C
2014,3,16,6.78,C
2014,3,17,8.91,C
2014,3,18,15.13,C
2014,3,19,21.14,C
2014,3,20,16.15,C
2014,3,21,4.26,C
2014,3,22,21.51,C
2014,3,23,23.06,C
2014,3,24,20.56,C
2014,3,25,22.22,C
2014,3,26,20.85,C
2014,3,27,22.64,C
2014,3,28,3.40,C
2014,3,29,3.61,C
2014,3,30,4.01,C
2014,3,31,1.15,C
2014,4,1,3.11,C
2014,4,2,3.73,C
2014,4,3,3.40,C
2014,4,4,14.14,C
2014,4,5,23.56,C
2014,4,6,2.12,C
2014,4,7,4.41,C
2014,4,8,3.03,C
2014,4,9,22.16,C
2014,4,10,16.69,C
2014,4,11,11.73,C
2014,4,12,23.77,C
2014,4,13,22.73,C
2014,4,14,5.68,C
2014,4,15,13.44,C
2014,4,16,7.33,C
2014,4,17,21.73,C
2014,4,18,23.48,C
2014,4,19,17.61,C
2014,4,20,11.42,C
2014,4,21,4.79,C
2014,4,22,13.77,C
2014,4,23,1.66,C
2014,4,24,1.38,C
2014,4,25,2.68,C
2014,4,26,7.36,C
2014,4,27,23.11,C
2014,4,28,19.98,C
2014,4,29,14.12,C
2014,4,30,6.37,C
2014,5,1,6.09,C
2014,5,2,16.47,C
2014,5,3,18.18,C
2014,5,4,1.70,C
2014,5,5,6.88,C
2014,5,6,3.09,C
2014,5,7,2.34,C
2014,5,8,2.70,C
2014,5,9,0.59,C
2014,5,10,7.78,C
2014,5,11,1.92,C
2014,5,12,14.06,C
2014,5,13,4.33,C
2014,5,14,10.24,C
2014,5,15,18.75,C
2014,5,16,12.48,C
2014,5,17,13.67,C
2014,5,18,14.61,C
2014,5,19,19.12,C
2014,5,20,10.89,C
2014,5,21,13.02,C
2014,5,22,7.62,C
2014,5,23,2.49,C
2014,5,24,17.68,C
2014,5,25,20.14,C
2014,5,26,24.26,C
2014,5,27,21.22,C
2014,5,28,26.40,C
2014,5,29,21.32,C
2014,5,30,22.98,C
2014,5,31,24.78,C
2014,6,1,26.24,C
